,n_cells_by_counts,mean_counts,pct_dropout_by_counts
LYPLA2,773,0.21628883291351805,87.0193115029387
GALE,246,0.058270361041141895,95.86901763224182
HMGCL,377,0.08094038623005878,93.66918555835433
FUCA1,546,0.12090680100755667,90.83123425692695
CNR2,4,0.0006717044500419815,99.9328295549958
RP11-4M23.3,0,0.0,100.0
PNRC2,1259,0.32762384550797646,78.85810243492864
SRSF10,991,0.2653232577665827,83.35852225020992
RP11-293P20.2,0,0.0,100.0
MYOM3,58,0.010747271200671704,99.02602854743913
MYOM3-AS1,0,0.0,100.0
IL22RA1,302,0.09588581024349287,94.92863140218304
IFNLR1,95,0.018639798488664986,98.4047019311503
LINC02800,0,0.0,100.0
GRHL3-AS1,0,0.0,100.0
GRHL3,404,0.13937867338371115,93.21578505457599
STPG1,96,0.017632241813602016,98.38790931989925
NIPAL3,215,0.04298908480268682,96.38958858102436
RCAN3AS,9,0.0020151133501259445,99.84886649874055
RCAN3,476,0.11133501259445844,92.00671704450042
NCMAP-DT,3,0.0005037783375314861,99.94962216624685
NCMAP,8,0.0015113350125944584,99.8656591099916
SRRM1,1515,0.4394626364399664,74.55919395465995
RP11-373M8.2,0,0.0,100.0
CLIC4,1870,0.6980688497061293,68.59781696053736
RUNX3,282,0.062468513853904284,95.26448362720403
RUNX3-AS1,0,0.0,100.0
RP11-84D1.2,4,0.0008396305625524769,99.9328295549958
LINC02793,0,0.0,100.0
RP4-799D16.1,0,0.0,100.0
RP4-706G24.1,0,0.0,100.0
SYF2,1203,0.3313182199832074,79.7984886649874
RP3-465N24.7,1,0.00016792611251049538,99.98320738874895
RP3-465N24.8,0,0.0,100.0
RSRP1,591,0.1311502938706969,90.07556675062972
RP3-465N24.6,6,0.0010075566750629723,99.8992443324937
RHD,1,0.00016792611251049538,99.98320738874895
TMEM50A,1506,0.4913518052057095,74.71032745591938
RHCE,6,0.0011754827875734676,99.8992443324937
MACO1,536,0.11234256926952141,90.99916036943745
LDLRAP1,372,0.0910159529806885,93.75314861460957
RP11-70P17.1,18,0.003022670025188917,99.6977329974811
MAN1C1,315,0.06028547439126784,94.7103274559194
RP1-187B23.1,0,0.0,100.0
SELENON,1140,0.2772460117548279,80.85642317380352
RP1-317E23.3,12,0.0020151133501259445,99.7984886649874
MTFR1L,543,0.11855583543240975,90.8816120906801
RP1-317E23.7,0,0.0,100.0
AUNIP,24,0.00436607892527288,99.5969773299748
